,ro,rup,rup_std,rup_cun,en,es,fr,split
1954,- ba bine că nu! cum să nu-ți dea?!,"- avdzî, s-da? va zbor, aestă?!","- avd̦î, s-da? va zbor, aestă?!","- avdzã, s-da? va zbor, aestã?!",- of course not! how could you not?!,- ¡claro que no! ¡¿cómo que no?!,- bien sûr que non ! comment pourriez-vous ne pas le faire ?,valid
1955,"lupul nu-și pierde vremea și, iată-l la biserică. își vâră capul pe ușă și se pornește pe un urlet lupesc, ce mai!:",nu amînă luplu și na-l iu s-duțe la bisearică. își bagă caplu tu ușă și apărñeaște s-aurlă ca vîr lup:,nu amînă luplu și na-l iu s-duțe la bisearică. își bagă caplu tu ușă și apărńeaște s-aurlă ca vîr lup:,nu amãnã luplu shi na-l iu s-dutse la bisearicã. ãshi bagã caplu tu ushã shi apãrnjeashte s-aurlã ca vãr lup:,"the wolf wastes no time, and there he is at church. he sticks his head through the door and starts howling wolf, what a thing!","el lobo no pierde el tiempo y allí está, en la iglesia. asoma la cabeza por la puerta y empieza a aullar... ¡lobo, qué cosa!","le loup ne perd pas de temps et le voilà à l'église. il passe la tête par la porte et se met à hurler loup, quelle chose !",valid
1956,"- dă-mi, părinte, o prescură! dăăă-mi părințele o prescură!","- dă-ñi, prefte, nă liturγie! dăăă-ñi, prefte, nă liturγie!","- dă-ńi, prefte, nă lituryie! dăăă-ńi, prefte, nă lituryie!","- dã-nji, prefte, nã lituryie! dããã-nji, prefte, nã lituryie!","- give me, father, a prescription! give me a prescription, father!","- ¡dame, padre, una receta! ¡dame una receta, padre!","- donnez-moi, mon père, une ordonnance ! donnez-moi une ordonnance, mon père !",valid
1957,"- huooo, lupe! huooo, lupe! începe toată lumea să țipe de n-a mai știut lupul cum să se facă nevăzut de pe acolo.","- duuua, lupe! duuua, lupe! acățară lumea si zghilească di tute părțîle, că nu vidzu luplu cum fudzi de-acloți.","- duuua, lupe! duuua, lupe! acățară lumea si zghilească di tute părțîle, că nu vid̦u luplu cum fud̦i de-acloți.","- duuua, lupe! duuua, lupe! acãtsarã lumea si zghileascã di tute pãrtsãle, cã nu vidzu luplu cum fudzi de-aclotsi.","- huooo, lupe! whoo, wolf! everyone starts shouting the wolf didn't know how to make himself invisible from there.","- ¡huooo, lupe! whoo, lobo! todos empiezan a gritar el lobo no sabía cómo hacerse invisible desde allí.","- huooo, lupe ! whoo, loup ! tout le monde se met à crier le loup ne savait pas comment se rendre invisible de là.",valid
1958,"așa, ajunse iar în pădure. vulpea îi ieși înainte și-l întrebă cum s-a descurcat. lupul îi povesti ce-a pățit și cum erau să-l scarmene, dacă puneau mâna pe el.","agiumse tu pădure. l'i-iase vulpea s-lu-așteaptă și s-lu-n-treabă, cum tricu? el aspuse ți pățî ș-cum vrea-l'i frîngă chilunghea, s-lu băga tu mînă.","agiumse tu pădure. ľi-iase vulpea s-lu-așteaptă și s-lu-n-treabă, cum tricu? el aspuse ți pățî ș-cum vrea-ľi frîngă chilunghea, s-lu băga tu mînă.","agiumse tu pãdure. lji-iase vulpea s-lu-ashteaptã shi s-lu-n-treabã, cum tricu? el aspuse tsi pãtsã sh-cum vrea-lji frãngã chilunghea, s-lu bãga tu mãnã.","so, he was back in the forest. the fox came out before him and asked him how he was doing. the wolf told him what had happened to him and how they would scare him if they got him.","entonces, volvió al bosque. el zorro salió delante de él y le preguntó cómo estaba. el lobo le contó lo que le había pasado y cómo le asustarían si le cogían.",il était donc de retour dans la forêt. le renard sortit devant lui et lui demanda comment il allait. le loup lui raconta ce qui lui était arrivé et comment ils lui feraient peur s'ils l'attrapaient.,valid
1959,"- dar, spune-mi, cum ai cerut?, îl mai întrebă vulpea.","- am, nu ti-ntreb cum dzîțeai?, gri vulpea.","- am, nu ti-ntreb cum d̦îțeai?, gri vulpea.","- am, nu ti-ntreb cum dzãtseai?, gri vulpea.","- but tell me, how did you ask, the fox asked.","- pero dime, ¿cómo lo has preguntado?, preguntó el zorro.","- mais dis-moi, comment as-tu demandé, demanda le renard.",valid
1960,"- păi, uite-așa: dăăă-mi, părinte, o prescură!","- cum s-dzîc?: dăăă-ñi, prefte, nă liturγie!","- cum s-d̦îc?: dăăă-ńi, prefte, nă lituryie!","- cum s-dzãc?: dããã-nji, prefte, nã lituryie!","- well, there you go: give me, father, a prescription!","- bueno, ahí lo tienes: ¡dame, padre, una receta!","- eh bien, voilà: donnez-moi, mon père, une ordonnance !",valid
1961,"- ei, de-aia nu-ți dădu, cumetre-nicola. trebuie cerut cu o voce mai scăzută, nu așa urlând! subțire, încetișor, așa se cere: dă-mi, părințele, o prescură.","- de-aestă nu-ț deadiră, mastur-nicola. va dzîțeare cu boațea ma minută, nu tu groasa! aclo va si stridz dip aγalea: dă-ñi, prefte, nă liturγie!.","- de-aestă nu-ț deadiră, mastur-nicola. va d̦îțeare cu boațea ma minută, nu tu groasa! aclo va si strid̦ dip ayalea: dă-ńi, prefte, nă lituryie!.","- de-aestã nu-ts deadirã, mastur-nicola. va dzãtseare cu boatsea ma minutã, nu tu groasa! aclo va si stridz dip ayalea: dã-nji, prefte, nã lituryie!.","- well, that's why he didn't give it to you, cumetre-nicola. you have to ask in a lower voice, not like that screaming! softly, softly, that's the way to ask: give me, my fathers, a prescription.","- por eso no te lo dio, cumetre-nicola. tienes que pedirlo en voz baja, no así... ¡gritando! suavemente, suavemente, así se pide: dadme, padres míos, una receta.","- c'est pour ça qu'il ne te l'a pas donné, cumetre-nicola. il faut demander à voix basse, pas comme ça, en criant ! doucement, doucement, c'est comme ça qu'il faut demander: donnez-moi, mes pères, une ordonnance.",valid
1962,"prostul de lup, care scăpase o dată cu viața, se lăsă dus de nas de vulpe, și se mai duse o dată, să ceară acum... cu o voce mai scăzută. numai că, nici nu apucă biet cumătrul să-și vâre bine capul pe ușă, și lumea: huooo, pe el! cu câini, cu căței, și arde-l, și arde-l cu parii, până îl omorâră!","chirutlu di lup ascăpă nă oară nifrîmtu, și s-lo după mintea ali vulpe, să s-ducă s-grească... cu boațea minută. e, nu-apucă masturlu si-și bagă caplu tu ușe, și: duuuaaa! pri nîs, cu cîñi, cu cățăl'i, și-l cruiră, îl cruiră cu parlu, pînă-l vătămară!","chirutlu di lup ascăpă nă oară nifrîmtu, și s-lo după mintea ali vulpe, să s-ducă s-grească... cu boațea minută. e, nu-apucă masturlu si-și bagă caplu tu ușe, și: duuuaaa! pri nîs, cu cîńi, cu cățăľi, și-l cruiră, îl cruiră cu parlu, pînă-l vătămară!","chirutlu di lup ascãpã nã oarã nifrãmtu, shi s-lo dupã mintea ali vulpe, sã s-ducã s-greascã... cu boatsea minutã. e, nu-apucã masturlu si-shi bagã caplu tu ushe, shi: duuuaaa! pri nãs, cu cãnji, cu cãtsãlji, shi-l cruirã, ãl cruirã cu parlu, pãnã-l vãtãmarã!","the fool of a wolf, who had once escaped with his life, let himself be led by the fox's nose, and went once more, to ask now... in a lower voice. only, poor cumberland didn't even get his head through the door, and the world: hooo, on him! with dogs, with dogs, and burn him, and burn him with their hair, till they kill him!","el tonto del lobo, que una vez había escapado con vida, se dejó llevar por la nariz del zorro, y fue una vez más, a pedir ahora... en voz más baja. sólo que el pobre cumberland ni siquiera asomó la cabeza por la puerta, y el mundo: ¡hooo, sobre él! con perros, con perros, y lo quemaron, y lo quemaron con sus pelos, ¡hasta matarlo!","l'imbécile de loup, qui avait échappé une fois à la mort, se laissa mener par le nez du renard, et s'en alla une fois de plus, pour demander maintenant... à voix plus basse. seulement, le pauvre cumberland n'eut pas même le temps de passer la tête par la porte, et le monde: hooo, sur lui ! avec des chiens, avec des chiens, et le brûler, et le brûler avec leurs cheveux, jusqu'à ce qu'ils le tuent !",valid
1963,"și, cu asta, vulpea a scăpat de neisprăvitul de lup.","ș-cu aestă, ascăpă vulpea di pondul di lup.","ș-cu aestă, ascăpă vulpea di pondul di lup.","sh-cu aestã, ascãpã vulpea di pondul di lup.","and with that, the fox got rid of the mischievous wolf.","y con eso, el zorro se deshizo del lobo travieso.",et c'est ainsi que le renard s'est débarrassé du loup malicieux.,valid
1964,cei trei leneși,treil'i linăvoși,treiľi linăvoși,treilji linãvoshi,the three sloths,los tres perezosos,les trois paresseux,valid
1965,a fost ce n-am mai pomenit!,eara țe nu ș-eara.,eara țe nu ș-eara.,eara tse nu sh-eara.,it was what i never mentioned!,fue ¡lo que nunca mencioné!,c'était ce que je n'ai jamais mentionné !,valid
1966,"au fost cândva trei leneși, mitu, pitu și chitu cum nu poți să-ți închipui. de lene ce le era, mâncau o dată la trei zile.","ș-eara nă oară trei linăvoși, mitlu, pitlu și chitlu cum nu poț s-ț-u badz cu mintea. di leane ți lă eara, nă oară tu treili dzîle mîca.","ș-eara nă oară trei linăvoși, mitlu, pitlu și chitlu cum nu poț s-ț-u bad̦ cu mintea. di leane ți lă eara, nă oară tu treili d̦île mîca.","sh-eara nã oarã trei linãvoshi, mitlu, pitlu shi chitlu cum nu pots s-ts-u badz cu mintea. di leane tsi lã eara, nã oarã tu treili dzãle mãca.","there were once three lazy men, mitu, pitu and chitu like you wouldn't believe. lazy as they were, they ate once every three days.","había una vez tres perezosos, mitu, pitu y chitu, como no te imaginas. vagos como eran, comían una vez cada tres días.","il était une fois trois paresseux, mitu, pitu et chitu, comme vous ne le croiriez pas. paresseux comme ils l'étaient, ils mangeaient une fois tous les trois jours.",valid
1967,"pleacă ei, să meargă într-un sat. dar, ca nu cumva vreunul să se obosească cu un pas mai mult s-au apucat de după umeri, și când își ridica unul piciorul, să-l întindă mai departe, se mișcau și ceilalți!","chinsiră să s-ducă tu ună hoară. s-nu țiva di bagă vîrnu di nîși nă drășcl'eauă ma-nsus s-acățară și-amiștreil'i de-a-numiri, și cît muta unlu ciciorlu si-l bagă ma înclo, lu muta ș-alanțî!","chinsiră să s-ducă tu ună hoară. s-nu țiva di bagă vîrnu di nîși nă drășcľeauă ma-nsus s-acățară și-amiștreiľi de-a-numiri, și cît muta unlu ciciorlu si-l bagă ma înclo, lu muta ș-alanțî!","chinsirã sã s-ducã tu unã hoarã. s-nu tsiva di bagã vãrnu di nãshi nã drãshcljeauã ma-nsus s-acãtsarã shi-amishtreilji de-a-numiri, shi cãt muta unlu ciciorlu si-l bagã ma ãnclo, lu muta sh-alantsã!","they leave, go to a village. but lest any should tire a step more they grasped each other behind the shoulders, and when one lifted his leg, to stretch it further, the others moved!","se marchan, van a una aldea. pero para que ninguno se cansara un paso más se agarraron por detrás de los hombros, y cuando uno levantó la pierna, para estirarla más, ¡los otros se movieron!","ils partent, vont dans un village. mais pour éviter que l'un d'entre eux ne se fatigue un peu plus, ils s'agrippent l'un à l'autre derrière les épaules, et quand l'un d'entre eux lève la jambe pour l'étirer davantage, les autres se mettent à bouger !",valid
1968,"tot drumul n-au scos o vorbă din gură, nici de leac; să-i fi văzut, ai fi zis că sunt muți. deodată, unul zărește în calea lor o liră. și, ca să nu spună multe vorbe, de lene, zise doar: uite-o! ăsta fu mitu. cine...?, grăi pitu; s-o ia..., adaose chitu; tustrei!, sfârși vorba mitu.","calea tută nu scoasiră cipit tră giurat din gură; si-l'i videai, dzîțeai că suntu țiva muț. în cale na, nă liră, vidzi unlu! și s-nu grească multe di leane: ea-u!, dzîse. aestu fu mitlu. cari...?, gri pitlu; s-u lea?, avdapse chitlu; treil'i!, tăl'e cuvenda mitlu.","calea tută nu scoasiră cipit tră giurat din gură; si-ľi videai, d̦îțeai că suntu țiva muț. în cale na, nă liră, vid̦i unlu! și s-nu grească multe di leane: ea-u!, d̦îse. aestu fu mitlu. cari...?, gri pitlu; s-u lea?, avdapse chitlu; treiľi!, tăľe cuvenda mitlu.","calea tutã nu scoasirã cipit trã giurat din gurã; si-lji videai, dzãtseai cã suntu tsiva muts. ãn cale na, nã lirã, vidzi unlu! shi s-nu greascã multe di leane: ea-u!, dzãse. aestu fu mitlu. cari...?, gri pitlu; s-u lea?, avdapse chitlu; treilji!, tãlje cuvenda mitlu.","all the way they didn't say a word out of their mouths, not a word of cure; if you had seen them, you would have said they were dumb. suddenly, one of them spots a lyre in their path. and, not to say many words, he just said, there it is! that was mitu. who...?, said pitu; let them take it..., added chitu; you bastards!, ended mitu.","durante todo el camino, no dijeron ni una palabra, ni una cura; si los hubieras visto, habrías dicho que eran mudos. de repente, uno de ellos divisa una lira en su camino. y, para no decir muchas palabras, se limitó a decir: ¡ahí está!. era mitu. ¿quién...?, dijo pitu; que se la lleven..., añadió chitu; ¡bastardos!, terminó mitu.","tout au long du chemin, ils n'ont pas dit un mot de leur bouche, pas un mot de guérison; si vous les aviez vus, vous auriez dit qu'ils étaient muets. soudain, l'un d'eux aperçoit une lyre sur leur chemin. et, pour ne pas dire beaucoup de mots, il dit simplement: la voilà !. c'était mitu. qui... ?, dit pitu; qu'ils la prennent..., ajouta chitu; salauds !, termina mitu.",valid
1969,"păi, sigur tustrei, că altfel, cum să se aplece doar unul?","treil'i, că de! cum s-apleacă mași unlu?","treiľi, că de! cum s-apleacă mași unlu?","treilji, cã de! cum s-apleacã mashi unlu?","well, sure coughs, otherwise how can only one bend?","bueno, claro tose, si no ¿cómo puede doblarse uno solo?","bien sûr tousse, sinon comment un seul peut-il plier ?",valid
1970,"apucă lira toți-trei, în silă mare, după ce le-a trebuit cam un ceas întreg să se-aplece și apoi să se ridice iar. și, de lene, ca să nu țină galbenul numai unul, îl sprijiniră toți-trei cu câte un deget!","cu angărie greauă, apucă fluria treil'i, după țe fac ună oară cu oara, pînă s-apleacă și să s-mută împroști. și, di leane, tra s-nu u poartă mași unlu, u țîn treil'i cu cîte un dzeadzit!","cu angărie greauă, apucă fluria treiľi, după țe fac ună oară cu oara, pînă s-apleacă și să s-mută împroști. și, di leane, tra s-nu u poartă mași unlu, u țîn treiľi cu cîte un d̦ead̦it!","cu angãrie greauã, apucã fluria treilji, dupã tse fac unã oarã cu oara, pãnã s-apleacã shi sã s-mutã ãmproshti. shi, di leane, tra s-nu u poartã mashi unlu, u tsãn treilji cu cãte un dzeadzit!","the three of them grab the lyre, in a big hurry, after taking about an hour to bend down and then stand up again. and, out of laziness, so that only one of them would not hold the yellow one, they all held it with one finger each!","los tres cogieron la lira, con mucha prisa, después de tardar una hora en agacharse y volver a levantarse. y, por pereza, para que sólo uno de ellos no sujetara la amarilla, ¡todos la sujetaron con un dedo cada uno!","ils s'emparent tous les trois de la lyre, en toute hâte, après avoir mis près d'une heure à se baisser puis à se relever. et, par paresse, pour qu'un seul d'entre eux ne tienne pas la jaune, ils la tiennent chacun avec un doigt !",valid
1971,"iavaș-iavaș, iavaș-iavaș au ajuns în satul spre care plecaseră și au tras la un han. hangiul să leșine de-atâta râs, când i-a văzut în ce hal veneau. dar, zărindu-le lira în mână, nu-i batjocori, ci îi primi frumos și-i întrebă ce doresc.","agalea-galea, agalea-galea agiumsiră în hoară ș-trapsiră la hane. hăngilu s-lișină de-arîs, cîndu-l'i vidzu pri halea aestă. ma, cari îl'i vidzu cu fluria tu mînă, nu lî dzîse țiva, ma l'i-aștiptă ghine ș-l'i întribă țe vor.","agalea-galea, agalea-galea agiumsiră în hoară ș-trapsiră la hane. hăngilu s-lișină de-arîs, cîndu-ľi vid̦u pri halea aestă. ma, cari îľi vid̦u cu fluria tu mînă, nu lî d̦îse țiva, ma ľi-aștiptă ghine ș-ľi întribă țe vor.","agalea-galea, agalea-galea agiumsirã ãn hoarã sh-trapsirã la hane. hãngilu s-lishinã de-arãs, cãndu-lji vidzu pri halea aestã. ma, cari ãlji vidzu cu fluria tu mãnã, nu lã dzãse tsiva, ma lji-ashtiptã ghine sh-lji ãntribã tse vor.","yavash-yavas, yavash-yavas reached the village they had left for and pulled up at an inn. the innkeeper to faint with laughter, when he saw the state they were in. but, seeing the lyre in their hands, he did not mock them, but received them kindly and asked them what they wanted.","yavash-yavas, yavash-yavas llegaron a la aldea a la que habían partido y se detuvieron en una posada. al ver el estado en que se encontraban, el posadero se echó a reír a carcajadas. pero, al ver la lira en sus manos, no se burló de ellos, sino que los recibió amablemente y les preguntó qué deseaban.","yavash-yavas, yavash-yavas atteignit le village où ils étaient partis et s'arrêta dans une auberge. l'aubergiste s'évanouit de rire en voyant l'état dans lequel ils se trouvaient. mais, voyant la lyre dans leurs mains, il ne se moqua pas d'eux, mais les reçut avec gentillesse et leur demanda ce qu'ils voulaient.",valid
1972,"- plăcintă, carne, vin, iaurt ziseră ei.","- pită, carne, γin, mărcat griră nîși.","- pită, carne, yin, mărcat griră nîși.","- pitã, carne, yin, mãrcat grirã nãshi.","- pie, meat, wine, yogurt they said.","- pastel, carne, vino, yogur, decían.","- la tarte, la viande, le vin, le yaourt ont-ils dit.",valid
1973,"hangiul, diavolul, nu le-a prea stat în preajmă; a auzit ce vor, puse să le facă plăcinta, le fierse carne, le-a umplut o cofă cu vin și le-a adus și farfuria cu iaurt. le puse masa, le umflă galbenul și-i lăsă în plata domnului.","hăngilu, drac din vale, nu-aștiptă cama multe: aduchi țe vor și băgă di l-adră pita, lă hearse carnea, lă umplu cofa cu γin și lă aduse misura cu mărcat. lă băgă measa, l'i-a-mundusi și l'i-alăsă.","hăngilu, drac din vale, nu-aștiptă cama multe: aduchi țe vor și băgă di l-adră pita, lă hearse carnea, lă umplu cofa cu yin și lă aduse misura cu mărcat. lă băgă measa, ľi-a-mundusi și ľi-alăsă.","hãngilu, drac din vale, nu-ashtiptã cama multe: aduchi tse vor shi bãgã di l-adrã pita, lã hearse carnea, lã umplu cofa cu yin shi lã aduse misura cu mãrcat. lã bãgã measa, lji-a-mundusi shi lji-alãsã.","the devil, the innkeeper, didn't stay around much; he heard what they wanted, he made them a pie, he cooked their meat, he filled them a cup of wine and brought them a plate of yogurt. he set the table for them, filled their yolks, and left them in the lord's payment.","el diablo, el posadero, no se quedó mucho; oyó lo que querían, les hizo un pastel, les cocinó la carne, les llenó una copa de vino y les trajo un plato de yogur. les puso la mesa, les llenó las yemas y los dejó en el pago del señor.","le diable, l'aubergiste, ne s'est pas attardé; il a entendu ce qu'ils voulaient, il leur a fait une tarte, il a cuit leur viande, il leur a rempli une coupe de vin et leur a apporté un plat de yaourt. il a dressé la table pour eux, a rempli leurs jaunes d'œuf et les a laissés dans le paiement du seigneur.",valid
1974,"bune toate, dar cine să taie plăcinta acum? stau tustrei lipiți de zid și închid ochii... cine s-o mișca cel dintâi, ori o vorbi ăla s-o taie. dar, ți-ai găsit cine să vorbească, ori să se miște! ședeau ca niscai icoane pe pereți, în biserică.","tute bune, ma cari s-tal'e pita, tora? șed treil'i alichiț di mur și s-bagă... ca ațel care va si s-mină, i va s-grească s-tale pita. ș-ț-aflași tutipută s-grească i să s-mină! șidea treil'i ca niște icoane dit bisearică.","tute bune, ma cari s-taľe pita, tora? șed treiľi alichiț di mur și s-bagă... ca ațel care va si s-mină, i va s-grească s-tale pita. ș-ț-aflași tutipută s-grească i să s-mină! șidea treiľi ca niște icoane dit bisearică.","tute bune, ma cari s-talje pita, tora? shed treilji alichits di mur shi s-bagã... ca atsel care va si s-minã, i va s-greascã s-tale pita. sh-ts-aflashi tutiputã s-greascã i sã s-minã! shidea treilji ca nishte icoane dit bisearicã.","all good, but who's gonna cut the pie now? i'm sitting with my hands against the wall and closing my eyes... whoever moves it first, or talks that's who'll cut it. but, you've found who'll talk or move! they sit like icons on the walls in the church.","todo bien, pero ¿quién va a cortar el pastel ahora? me siento con las manos contra la pared y cierro los ojos... quien lo mueva primero, o hable ese es quien lo cortará. pero, ¡ya has encontrado quién hablará o se moverá! se sientan como iconos en las paredes de la iglesia.","tout va bien, mais qui va couper la tarte maintenant ? je m'assieds les mains contre le mur et je ferme les yeux... celui qui la bouge en premier, ou qui parle, c'est celui qui la coupera. mais vous avez trouvé qui parlera ou bougera ! ils sont comme des icônes sur les murs de l'église.",valid
1975,"un cerșetor, din cei ce umblă pe la ușile oamenilor, trece și pe lângă ușa lor, la han, își vâră capul în odaie și începe a se ruga:","un dhicuñear, țe alăga și s-țînea di ușe, treațe ș-pri ningă ușa lor, bagă caplu nuntru și acață s-țeară:","un dhicuńear, țe alăga și s-țînea di ușe, treațe ș-pri ningă ușa lor, bagă caplu nuntru și acață s-țeară:","un dhicunjear, tse alãga shi s-tsãnea di ushe, treatse sh-pri ningã usha lor, bagã caplu nuntru shi acatsã s-tsearã:","a beggar, one of those who go around people's doors, also passes by their door at the inn, pokes his head into the room and begins to pray:","un mendigo, de los que rondan las puertas de la gente, pasa también por la puerta de la posada, asoma la cabeza en la habitación y se pone a rezar:","un mendiant, l'un de ceux qui font le tour des portes, passe lui aussi devant la porte de l'auberge, passe la tête dans la chambre et se met à prier:",valid
1976,"- faceți-vă, pomană, oameni buni...","- dați la oarfăn, dați!","- dați la oarfăn, dați!","- datsi la oarfãn, datsi!","- make yourselves alms, people...","- háganse limosnas, gente...","- faites-vous des aumônes, des gens...",valid
1977,"văzând el însă că ăștia nu se mișcă deloc, s-a tot apropiat, ușor, ușor. și, apropiindu-se, apropiindu-se, îi năvăli mirozna plăcintei pe nări, iar omul nu pierdu vremea, și-o așeză dinainte și dă-i, și arde-i mai întâi foaia de deasupra, apoi urzicile cu ouă, brânză și lapte din ea, apoi și marginile, și foaia de jos nimic n-a lăsat, nici fărâmă fărâmiță.","ma vidzu că nu s-mină vîrnu, tut s-cama apruchea dhicuñarlu. aproachi-te, aproachi-te, l'i-u deade ñurizma, di pită tu nări, și cîndu și-u băgă dininte, dă-l'i, ș-dă-l'i prota peturlu di pri-supră, apoia veardzîle, călcîñile, peturlu di pri-ghios nu-și alăsă țiva.","ma vid̦u că nu s-mină vîrnu, tut s-cama apruchea dhicuńarlu. aproachi-te, aproachi-te, ľi-u deade ńurizma, di pită tu nări, și cîndu și-u băgă dininte, dă-ľi, ș-dă-ľi prota peturlu di pri-supră, apoia veard̦île, călcîńile, peturlu di pri-ghios nu-și alăsă țiva.","ma vidzu cã nu s-minã vãrnu, tut s-cama apruchea dhicunjarlu. aproachi-te, aproachi-te, lji-u deade njurizma, di pitã tu nãri, shi cãndu shi-u bãgã dininte, dã-lji, sh-dã-lji prota peturlu di pri-suprã, apoia veardzãle, cãlcãnjile, peturlu di pri-ghios nu-shi alãsã tsiva.","but when he saw that they weren't moving at all, he kept getting closer, slowly, slowly. and as he came closer, closer, the smell of the pie sprang to his nostrils, and the man wasted no time, and laid it down before him and give it to him, and burn it first the top sheet, then the nettles with eggs, cheese and milk in it, then the edges, and the bottom sheet nothing left, not a crumb.","pero cuando vio que no se movían en absoluto, siguió acercándose, despacio, despacio. y a medida que se acercaba, más y más, el olor de la tarta le llegaba a las fosas nasales, y el hombre no perdió el tiempo, y se la puso delante... y se la dio, y la quemó... primero la lámina de arriba, luego las ortigas con huevos, queso y leche dentro, luego los bordes, y la lámina de abajo... no quedó nada, ni una miga.","mais quand il a vu qu'ils ne bougeaient pas du tout, il a continué à se rapprocher, lentement, lentement. et comme il s'approchait de plus en plus, l'odeur de la tarte lui vint aux narines, et l'homme ne perdit pas de temps, et la posa devant lui et la lui donna, et la brûla d'abord la feuille du dessus, puis les orties avec les œufs, le fromage et le lait dedans, puis les bords, et la feuille du dessous il n'en resta rien, pas une miette.",valid
1978,"numai ce termină el de înghițit plăcinta, că se apucă gospodărește și de carne, de-ai fi zis că-i nemâncat abia ieșit din post, atâta de flămând se arăta și hăpăia!","cît dipină pita, l'i-u intră a carnil'ei de-a ghinealui, di-ț ampărea că-i agiun-suptu di cătușe, cu ahîtă agiuneață mîca.","cît dipină pita, ľi-u intră a carniľei de-a ghinealui, di-ț ampărea că-i agiun-suptu di cătușe, cu ahîtă agiuneață mîca.","cãt dipinã pita, lji-u intrã a carniljei de-a ghinealui, di-ts ampãrea cã-i agiun-suptu di cãtushe, cu ahãtã agiuneatsã mãca.","only when he finishes eating the pie, he starts to eat the meat, you'd think he was starving he'd just come out of fasting, so hungry was he and he was hungry!","sólo cuando termina de comerse el pastel, empieza a comerse la carne, se diría que está muerto de hambre: acababa de salir de un ayuno, ¡tan hambriento estaba y tenía hambre!","ce n'est que lorsqu'il a fini de manger la tarte qu'il commence à manger la viande, on pourrait croire qu'il est affamé il vient de sortir du jeûne, tellement il a faim et il a faim !",valid
1979,"după ce puse bine și carnea, i se făcu poftă de vin. înălță dar, cerșetorul, cofa, și gâl-gâl!, gâl-gâl! până n-a mai fost o picătură. odată gata și trebușoara asta, se cherchelește omul, că i se urcase la cap. iată-l că vorbește de unul singur că cine e el, că nu se mai află unul ca el! până la urmă se apucă și le tencui leneșilor boturile cu iaurt, apoi mai strânse ce mai rămăsese bucate pe-acolo, și spălă putina!","cari u feațe ș-carnea, l'i si dișcl'ise ini tră γin. mută cofa și gîl-gîl!, gîl-gîl! u stricură. ună stricurare și si-cucută dhicuñearlu, că luă adră caplu. na-l iu zubra singur că ț-ei nîs, nu-i vîrnu! tu mardzine, lo ș-lă aumse fața linăvoșlor, cu mărcat, își adună cumățle țe-avură arămasă, tu traslu, ș-li căpsălsi!","cari u feațe ș-carnea, ľi si dișcľise ini tră yin. mută cofa și gîl-gîl!, gîl-gîl! u stricură. ună stricurare și si-cucută dhicuńearlu, că luă adră caplu. na-l iu zubra singur că ț-ei nîs, nu-i vîrnu! tu mard̦ine, lo ș-lă aumse fața linăvoșlor, cu mărcat, își adună cumățle țe-avură arămasă, tu traslu, ș-li căpsălsi!","cari u featse sh-carnea, lji si dishcljise ini trã yin. mutã cofa shi gãl-gãl!, gãl-gãl! u stricurã. unã stricurare shi si-cucutã dhicunjearlu, cã luã adrã caplu. na-l iu zubra singur cã ts-ei nãs, nu-i vãrnu! tu mardzine, lo sh-lã aumse fatsa linãvoshlor, cu mãrcat, ãshi adunã cumãtsle tse-avurã arãmasã, tu traslu, sh-li cãpsãlsi!","after he had put the meat on well, he had an appetite for wine. but the beggar lifted up the cup, and gobble-gobble, gobble-gobble until there was not a drop left. once this little cup was done, the man was drunk, for it had gone to his head. here he is, talking to himself who is he, there's no one like him! at last he took hold and plastered the lazy man's mouths with yoghurt, then he gathered up what was left of the dishes, and washed the pot!","después de haber puesto bien la carne, le entró apetito de vino. pero el mendigo levantó la copa, y engulló, engulló, engulló hasta que no quedó ni una gota. una vez terminada esta copita, el hombre estaba borracho, pues se le había subido a la cabeza. aquí está, hablando consigo mismo -¡quién es él, no hay nadie como él! por fin se apoderó de él y llenó de yogur las bocas de los perezosos, luego recogió lo que quedaba de la vajilla y ¡lavó la olla!","après avoir bien apprêté la viande, il eut envie de vin. mais le mendiant souleva la coupe, et glouglou, glouglou jusqu'à ce qu'il n'en reste plus une goutte. une fois cette petite coupe terminée, l'homme était ivre, car le vin lui était monté à la tête. le voilà qui se parle à lui-même qui est-il, il n'y a personne comme lui ! enfin, il se ressaisit et enduit de yaourt la bouche des paresseux, puis il ramasse ce qui reste de vaisselle et lave la marmite !",valid
